Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,landcover
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2020,13
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2020,11.91795783
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2020,12.3930668
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2020,13.02201295
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2021,7.141737602
LEBAK,3602,BANTEN,106.2128345,-6.642101,2021,7.070019926
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2021,13.14036857
SERANG,3604,BANTEN,106.1486454,-6.1430068,2021,10.23493425
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2021,13
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2021,11.91795783
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2021,12.3930668
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2021,13.02201295
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2022,7.141737602
LEBAK,3602,BANTEN,106.2128345,-6.642101,2022,7.070019926
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2022,13.14036857
SERANG,3604,BANTEN,106.1486454,-6.1430068,2022,10.23493425
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2022,13
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2022,11.91795783
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2022,12.3930668
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2022,13.02201295
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2023,7.141737602
LEBAK,3602,BANTEN,106.2128345,-6.642101,2023,7.070019926
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2023,13.14036857
SERANG,3604,BANTEN,106.1486454,-6.1430068,2023,10.23493425
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2023,13
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2023,11.91795783
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2023,12.3930668
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2023,13.02201295
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2024,7.141737602
LEBAK,3602,BANTEN,106.2128345,-6.642101,2024,7.070019926
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2024,13.14036857
SERANG,3604,BANTEN,106.1486454,-6.1430068,2024,10.23493425
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2024,13
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2024,11.91795783
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2024,12.3930668
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2024,13.02201295
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2015,5.360175137
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2015,4.769901502
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2015,4.939118201
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2015,5.236384506
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2015,4.02746078
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2015,4.084301717
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2015,3.152469613
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2015,6.409844828
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2015,6.553675869
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2015,11.03711658
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2016,5.265310584
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2016,4.701259803
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2016,4.895340613
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2016,5.185871011
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2016,4.023430611
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2016,4.02900721
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2016,3.135703051
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2016,6.403000948
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2016,6.473435523
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2016,11.04687533
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2017,5.006295156
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2017,4.505076889
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2017,4.848460208
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2017,5.097283615
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2017,3.949327159
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2017,3.834874799
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2017,3.077636673
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2017,6.19467588
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2017,6.322118461
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2017,10.81641888
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2018,4.651588283
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2018,4.338256665
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2018,4.813482537
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2018,4.966175337
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2018,3.870754912
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2018,3.557223662
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2018,3.06909052
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2018,5.95597214
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2018,6.180173376
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2018,10.94695248
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2019,4.873845004
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2019,4.487865807
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2019,4.936242546
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2019,5.001986656
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2019,3.943432445
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2019,3.625050593
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2019,3.083279042
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2019,6.082435143
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2019,6.435902969
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2019,10.8814563
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2020,4.789465514
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2020,4.366343405
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2020,4.939810011
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2020,5.058847335
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2020,3.846793975
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2020,3.669144767
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2020,3.097130186
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2020,6.141307942
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2020,6.467397128
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2020,10.77388077
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2021,4.789465514
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2021,4.366343405
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2021,4.939810011
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2021,5.058847335
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2021,3.846793975
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2021,3.669144767
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2021,3.097130186
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2021,6.141307942
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2021,6.467397128
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2021,10.77388077
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2022,4.789465514
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2022,4.366343405
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2022,4.939810011
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2022,5.058847335
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2022,3.846793975
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2022,3.669144767
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2022,3.097130186
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2022,6.141307942
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2022,6.467397128
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2022,10.77388077
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2023,4.789465514
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2023,4.366343405
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2023,4.939810011
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2023,5.058847335
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2023,3.846793975
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2023,3.669144767
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2023,3.097130186
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2023,6.141307942
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2023,6.467397128
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2023,10.77388077
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2024,4.789465514
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2024,4.366343405
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2024,4.939810011
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2024,5.058847335
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2024,3.846793975
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2024,3.669144767
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2024,3.097130186
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2024,6.141307942
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2024,6.467397128
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2024,10.77388077
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2015,9.93626306
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2015,13.2899037
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2015,10.30472137
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2015,12.54834606
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2015,12.99402505
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2016,9.774628374
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2016,13.28966994
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2016,10.30483064
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2016,12.54054506
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2016,12.99402505
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2017,9.810509266
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2017,13.25145348
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2017,10.25612872
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2017,12.53588456
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2017,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2018,9.844000776
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2018,13.24643889
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2018,10.24770645
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2018,12.5377126
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2018,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2019,9.92184645
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2019,13.17489236
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2019,10.16756865
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2019,12.45558457
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2019,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2020,10.07018894
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2020,13.17463597
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2020,10.12904006
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2020,12.46323825
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2020,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2021,10.07018894
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2021,13.17463597
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2021,10.12904006
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2021,12.46323825
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2021,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2022,10.07018894
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2022,13.17463597
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2022,10.12904006
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2022,12.46323825
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2022,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2023,10.07018894
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2023,13.17463597
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2023,10.12904006
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2023,12.46323825
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2023,13
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2024,10.07018894
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2024,13.17463597
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2024,10.12904006
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2024,12.46323825
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2024,13
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2015,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2015,12.98835439
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2015,12.96582919
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2015,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2015,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2015,13.06771222
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2016,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2016,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2016,12.96582919
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2016,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2016,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2016,13.06798883
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2017,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2017,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2017,12.96582919
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2017,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2017,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2017,13.07993804
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2018,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2018,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2018,12.96582919
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2018,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2018,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2018,13.03095179
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2019,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2019,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2019,12.96582919
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2019,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2019,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2019,13.01280668
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2020,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2020,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2020,12.96608106
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2020,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2020,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2020,13.03073051
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2021,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2021,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2021,12.96608106
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2021,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2021,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2021,13.03073051
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2022,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2022,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2022,12.96608106
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2022,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2022,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2022,13.03073051
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2023,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2023,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2023,12.96608106
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2023,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2023,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2023,13.03073051
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2024,16.98741207
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2024,13
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2024,12.96608106
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2024,13
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2024,13
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2024,13.03073051
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2015,6.810759888
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2015,8.395847002
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2015,3.678602846
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2015,3.218777623
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2015,5.568491851
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2015,10.34241806
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2016,6.826297724
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2016,8.469209416
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2016,3.684861638
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2016,3.222299067
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2016,5.59779506
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2016,10.32843078
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2017,6.782130221
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2017,8.347907279
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2017,3.603619703
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2017,3.069786381
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2017,5.535024671
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2017,10.10457438
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2018,6.825007129
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2018,8.413228667
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2018,3.649952443
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2018,3.12872606
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2018,5.59651753
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2018,10.1917397
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2019,6.920830121
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2019,8.610505065
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2019,3.710224568
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2019,3.225386725
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2019,5.676981372
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2019,10.14359467
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2020,7.067913608
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2020,8.713717149
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2020,3.702935148
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2020,3.196959404
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2020,5.737064148
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2020,9.998139032
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2021,7.067913608
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2021,8.713717149
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2021,3.702935148
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2021,3.196959404
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2021,5.737064148
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2021,9.998139032
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2022,7.067913608
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2022,8.713717149
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2022,3.702935148
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2022,3.196959404
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2022,5.737064148
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2022,9.998139032
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2023,7.067913608
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2023,8.713717149
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2023,3.702935148
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2023,3.196959404
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2023,5.737064148
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2023,9.998139032
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2024,7.067913608
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2024,8.713717149
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2024,3.702935148
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2024,3.196959404
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2024,5.737064148
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2024,9.998139032
KERINCI,1501,JAMBI,101.4694237,-2.0369073,2015,3.619227182
MERANGIN,1502,JAMBI,102.064419,-2.1962011,2015,3.524467605
SAROLANGUN,1503,JAMBI,102.6645665,-2.3091128,2015,5.070023843
BATANGHARI,1504,JAMBI,103.0960688,-1.7497406,2015,6.117862017
MUARO JAMBI,1505,JAMBI,103.7451746,-1.6091891,2015,5.752749686
TANJUNG JABUNG TIMUR,1507,JAMBI,103.9673476,-1.219813,2015,5.947529495
TANJUNG JABUNG BARAT,1506,JAMBI,103.1133107,-1.07107,2015,5.98106828
TEBO,1509,JAMBI,102.3612755,-1.3102006,2015,6.808087711
BUNGO,1508,JAMBI,101.9310011,-1.5988862,2015,5.616803337
KOTA JAMBI,1571,JAMBI,103.6002214,-1.6169968,2015,10.8333901
KOTA SUNGAI PENUH,1572,JAMBI,101.3411135,-2.1133485,2015,3.639723501
KERINCI,1501,JAMBI,101.4694237,-2.0369073,2016,3.629651585
MERANGIN,1502,JAMBI,102.064419,-2.1962011,2016,3.509186372
